Protein.ID	HRD
jg181500.t1	thale cress
jg181521.t1	far1 sequence
jg71762.t1	wrky transcription factor
jg85218.t1	fam33a
jg85221.t1	enhanced disease resistance
jg209001.t1	zf rvt
jg193244.t1	cchc type
jg193260.t1	loc106762677 isoform
jg193313.t1	alpha beta hydrolase fold
jg193327.t1	lachrymatory factor synthase
jg193337.t1	loc106764136 isoform
evgLocus_815682.mrna1	leucine rich repeat extensin
jg92899.t1	50s ribosomal l16 chloroplastic
jg92929.t1	nucleolar
jg92958.t1	transmembrane
jg42699.t1	reverse transcriptase ty1 copia type
jg42684.t1	reverse transcriptase
jg42678.t1	chitinase pb1e7 04c
jg127147.t1	armadillo repeat
jg8317.t1	duf3511
jg8869.t1	transmembrane
jg106125.t1	beta fructofuranosidase insoluble isoenzyme
jg106126.t1	c2h2 type
jg106135.t1	transmembrane
jg106138.t1	retrotrans_gag
jg106140.t1	gag pol polyprotein
jg106141.t1	ribonuclease h
jg106143.t1	hydrolase_4
jg106150.t1	alkaline phytoceramidase
jg85373.t1	loc101508458 isoform
jg35493.t1	isoform
jg35494.t1	isoform
jg35505.t1	b3 transcription factor
jg44396.t1	phosphorylated adapter rna export
jg44341.t1	isoform
jg199324.t1	terminal peptidase
jg199301.t1	ycf68
jg199295.t1	atp synthase mi25
jg199285.t1	glycosyl transferase
jg199271.t1	pirna biogenesis exd1 isoform
jg181541.t1	loc107904180 isoform
jg84410.t1	myb proto oncogene
jg126167.t1	amino acid transporter avt6a isoform b
jg29956.t1	loc101497077
jg29953.t1	isoform x2
jg7539.t1	lcr
jg18112.t1	loc101508556
jg83564.t1	NA
jg83555.t1	loc101511029
jg83550.t1	zcf37
jg83549.t1	a kinase anchor 17b
jg83547.t1	loc110272898 isoform
jg59067.t1	loc107474422 isoform
jg73633.t1	ribonuclease h
jg73583.t1	spoc
jg73577.t1	loc101489994 isoform
jg73576.t1	loc101489994 isoform
jg191204.t1	neuronal tyrosine phosphorylated phosphoinositide kinase
jg191203.t1	loc101489422
jg50332.t1	uvrd helicase atp binding p loop nucleoside triphosphate hydrolase
jg50342.t1	isoform x2
jg50353.t1	gibberellin regulated
jg467.t1	loc101499271
jg28183.t2	transpos_assoc
jg28159.t1	spry
jg46334.t1	c2h2 type
jg175367.t1	glycosyltransferase
jg175382.t1	ef hand
jg1499.t1	ef hand
jg1497.t1	ef hand
jg174462.t1	apple
jg174454.t1	loc106764885 isoform x3
jg174452.t1	loc101511335
jg174449.t1	nac
jg174444.t1	nac
jg50688.t1	swarming motility ybia
jg50708.t1	sulfotransferase
jg50709.t1	metallophos
jg50720.t1	tify
jg74672.t1	encoded peptide
jg34697.t1	transmembrane
jg34693.t1	NA
jg34689.t2	atp synt_c
jg34676.t1	nadh dehydrogenase
jg34670.t1	nadh ubiquinone oxidoreductase chain
jg34662.t2	zf rvt
jg34629.t1	isoform x2
jg34625.t1	pheromone receptor
jg69307.t1	signal peptidase i
jg69277.t1	NA
jg69276.t1	isoform x1
jg69711.t1	transmembrane
jg89941.t1	40s ribosomal sa
jg189679.t1	histone deacetylase complex subunit sap30
jg129899.t1	duf620
jg210675.t1	at hook dna binding
jg167661.t1	zf rvt
jg185502.t1	NA
jg61460.t1	transmembrane
jg61444.t1	proteoglycan
jg61434.t1	loc101489629
jg20552.t1	ring type
jg20553.t1	isoform
jg20575.t1	tlc
jg164609.t1	remorin_c
evgLocus_1103651_LC.mrna1	NA
jg65536.t1	isoform
jg115226.t1	loc107463584
jg159287.t1	rna binding cabeza
jg159289.t1	lrr receptor kinase
jg66211.t1	glutathione s transferase t2
jg75138.t1	separase
jg75117.t1	ribosomal s12
jg75097.t1	myb_dna bind_3
jg75085.t1	trna adenine n methyltransferase non catalytic subunit trm6
jg75073.t1	retrotrans_gag
jg75067.t1	c2h2 type
jg48683.t1	f box fbd
jg48684.t1	f box
jg19655.t1	transcription factor bzip
jg19647.t1	transcription factor bzip
jg19644.t1	transcription factor bzip
jg19636.t1	transposase ptta en spm plant
jg19631.t1	loc101496217
jg19630.t1	loc107791088 isoform
jg19565.t1	transmembrane
jg19564.t1	tfiis n terminal
jg87737.t1	stress response nst1
jg87727.t1	dna ligase isoform
jg209914.t1	ubiquitin conjugating enzyme e2 isoform
jg9092.t1	lyr fe s cluster biogenesis
jg9077.t1	complex lyr
jg33284.t1	gold
jg33287.t3	reverse transcriptase ty1 copia type
jg33285.t1	gold
jg33290.t1	lea_2
jg33293.t1	ring finger b
jg33297.t1	low quality proteinuncharacterized loc101498938
jg33332.t1	remorin_c
jg33334.t1	isoform
jg33339.t1	chromatin regulator phd
jg33341.t1	chromatin regulator phd
jg31016.t1	loc106756154
jg154869.t1	alpha beta hydrolase
jg154875.t1	NA
jg171957.t1	histidine phosphatase superfamily
jg171932.t1	calcium binding
jg171929.t1	prenyltransferase alpha subunit repeat
jg188882.t1	phosphatidylinositol n acetylglucosaminyltransferase subunit y
jg188883.t1	e3 ubiquitin ligase rnf25 isoform
jg188885.t1	myb sant dna binding
m1-g62795.t1	nuclease harbi1
jg161581.t1	calycin
jg61065.t1	phosphatidylinositol phosphate kinase isoform
jg194159.t1	rrm
jg117402.t1	loc101513000 isoform
jg117403.t1	loc101513543
jg198928.t1	adenylate kinase isoenzyme
jg198928.t2	adenylate kinase isoenzyme
jg198935.t1	loc101493401 isoform
jg198959.t1	loc101491306
jg198962.t1	loc101493401 isoform
jg198963.t1	dna binding hexbp isoform
jg199056.t1	dcd development cell death
jg142921.t1	networked 4b
jg142920.t1	networked 4b
jg142919.t1	networked 4b
jg142918.t1	networked 4b
jg142917.t1	networked 4b
jg142916.t1	networked 4b
jg142913.t1	networked 4b
jg208275.t1	caax amino terminal protease
jg208279.t1	ribosomal l34ae
jg208281.t1	ribosomal l34ae
jg87022.t1	duf668
jg87024.t1	ring ch type
jg87037.t1	f box
jg12725.t1	NA
jg46855.t1	gravitropic in the light isoform
jg214234.t1	reverse transcriptase ty1 copia type
jg214209.t1	treslin
jg214206.t2	zinc finger homeodomain
jg111865.t1	root initiation defective
jg111935.t1	transmembrane
jg186612.t1	loc107478503 isoform
jg186672.t1	heme binding
evgLocus_821564_LC.mrna1	NA
jg113262.t1	transmembrane
jg211987.t1	serine rich c215
jg137646.t1	26s proteasome non atpase regulatory subunit
jg137647.t1	26s proteasome non atpase regulatory subunit
jg137691.t1	bromodomain wd repeat isoform x1
jg135874.t1	ntf2
jg141321.t1	c2
jg38481.t1	defensin
jg210084.t1	isoform
jg179752.t1	arf gap
jg177138.t1	NA
jg177117.t1	loc106777859 isoform
jg76663.t1	cell cycle checkpoint rad1
jg76659.t1	transmembrane
jg3369.t1	pig h
jg3368.t1	calcium binding ef hand
jg89358.t1	s adenosyl l methionine dependent methyltransferase
jg89357.t1	pathogenesis bet v i
jg89354.t1	pathogenesis bet v i
jg203543.t1	f box lrr repeat
jg148927.t1	ring type e3 ubiquitin transferase c3h69 isoform b
jg205927.t1	loc107462815 isoform
jg213631.t1	s isoprenylcysteine o methyltransferase
jg77919.t1	pre rrna processing tsr2
jg7384.t1	swim type
jg7414.t1	swarming motility ybia
jg179632.t1	receptor kinase
jg179631.t1	remorin_c
jg179616.t2	glutathione s transferase t2
jg179606.t1	lrr receptor kinase
jg179560.t1	NA
jg179558.t1	uba
jg56406.t1	NA
jg56390.t1	NA
jg56383.t1	atp synthase mi25
jg56360.t1	proton_antipo_m
jg27044.t1	c2
jg27043.t1	c2
jg27030.t1	c2
jg86759.t1	mbd
jg163032.t1	propionyl coa carboxylase
jg8063.t1	o glucosyltransferase rumi
jg8060.t1	o glucosyltransferase rumi
jg64451.t1	o glucosyltransferase rumi
jg64446.t1	o glucosyltransferase rumi
jg64444.t1	o glucosyltransferase rumi
jg205626.t1	ribosomal s27 s33
jg205621.t1	o glucosyltransferase rumi isoform
jg112096.t1	loc104215048
jg189721.t1	uvrabc system a
jg189750.t1	sn1 specific diacylglycerol lipase alpha
jg63862.t1	isoform
jg29645.t1	retrotrans_gag
jg29663.t1	u box
jg29700.t1	prolamin_like
jg8636.t1	ribosomal
jg135077.t1	lachrymatory factor synthase
jg192884.t1	lysm
jg163692.t1	f box interaction
jg152111.t1	glutaredoxin
jg152112.t1	duf547
jg7485.t1	duf4216
jg159558.t1	main
jg159560.t1	loc101509358
jg175914.t1	diox_n
jg184372.t1	duf4216
jg91369.t1	neprosin
jg91338.t1	lrr receptor serine threonine kinase
jg135905.t1	muscle m line assembly unc isoform x2
jg96404.t1	transpos_assoc
jg111418.t1	vq
jg181882.t1	u box
jg45992.t1	grf type
jg45960.t1	prefoldin subunit
jg143042.t1	nucleic acid binding
jg143041.t1	replication a dna binding
jg133072.t1	proline rich
jg133071.t1	zinc finger 512b
jg2848.t1	zinc finger 512b
jg123347.t1	transmembrane
jg123313.t1	ring type
jg123298.t1	isoform
jg123278.t1	duf1645
jg123272.t1	duf1645
jg123271.t1	duf1645
jg176939.t1	NA
evgLocus_867600.mrna1	low quality proteinuncharacterized loc101490122
jg187159.t1	transmembrane
jg187158.t1	transmembrane
jg166235.t1	egf
jg166238.t1	wrc
jg166265.t1	beta
jg87820.t1	udp rhamnose rhamnosyltransferase
jg32646.t1	ring type
jg202978.t1	isoform
jg202963.t1	lea_2
jg202941.t1	ntf2
jg202930.t1	glycos_transf_1
jg202920.t1	transmembrane
jg202906.t1	transmembrane
jg202864.t1	copper ion binding
jg202863.t1	plant f17o14
jg109087.t1	duf2996
jg109086.t1	isoform x2
jg109075.t1	rix1
evgLocus_305685.mrna1	NA
jg134864.t1	transmembrane
jg134886.t1	pentatricopeptide repeat at4g39530
jg134890.t1	glycosyltransferase
jg41487.t1	transmembrane
jg41472.t1	integrase catalytic
jg168060.t1	loc106774038 isoform x1
jg1202.t2	angiotensin converting enzyme
jg6735.t1	embryo defective isoform
jg106366.t1	loc107463608 isoform x1
jg54744.t1	topless
jg24845.t1	ttf type
jg64742.t1	grf type
jg426.t1	s adenosyl l methionine dependent methyltransferase
jg184311.t1	s adenosyl l methionine dependent methyltransferase
jg184309.t1	s adenosyl l methionine dependent methyltransferase
jg197629.t1	uvrabc system c
jg197631.t1	cullin
jg197635.t1	disease resistance tir nbs lrr
jg54209.t1	s5a_reductase
jg54232.t1	transpos_assoc
jg171005.t1	rotundifolia
jg170966.t1	loc101490868 isoform
jg122554.t1	remorin_c
jg122551.t1	homeodomain
jg122547.t1	loc101515722 isoform
jg122530.t1	cox assembly mitochondrial
jg122514.t1	nucleotide diphospho sugar transferase
jg122511.t1	late embryogenesis abundant
jg143431.t1	mads box
jg143433.t1	duf4283
jg143438.t1	e3 ubiquitin ligase rnf144a
jg143443.t1	e3 ubiquitin ligase rnf144a
jg38725.t1	auxin responsive
jg38726.t1	plat lh2
jg189145.t1	kda fk506 binding nuclear
jg81187.t1	duf1677
jg81185.t1	g gamma
jg81170.t1	swim type
jg35159.t1	cchc type gag copia
jg35153.t1	loc101512363
jg35100.t1	serine rich
jg34999.t1	pollen specific leucine rich repeat extensin
jg205658.t1	metallophosphoesterase isoform
jg205675.t1	atp dependent helicase c29a10 10c isoform
jg205699.t1	transmembrane
jg2955.t1	pgg
jg161102.t1	pgg
jg161086.t1	duf659
jg161082.t1	hydroxyproline rich glycoprotein
jg152645.t1	ribonuclease h
jg117536.t1	duf3511
jg117525.t1	loc101501041 isoform
jg117520.t1	ribonuclease h
jg117515.t1	retrotrans_gag
jg117512.t2	nac
jg117511.t1	pentatricopeptide repeat mitochondrial
jg117507.t1	epidermal patterning factor
jg117503.t1	plant f1l3
jg154732.t1	upf0503 chloroplastic
jg35212.t2	transmembrane
jg42747.t1	ca responsive
jg42752.t1	transmembrane
jg42777.t1	NA
jg42779.t1	NA
jg42781.t1	pmd
jg200948.t1	dof zinc finger
jg200918.t1	NA
jg200915.t1	occludin_ell
evgLocus_207469.mrna1	f box
jg200891.t1	ribosomal
jg200888.t1	cchc type
jg163588.t1	disease resistance tir nbs lrr class
jg163585.t1	glycosyl transferase
jg13748.t1	lachrymatory factor synthase
jg13751.t1	loc107463947 isoform
jg144794.t1	r3h
jg144777.t1	oxoglutarate dependent dioxygenase
jg144761.t1	reverse transcriptase
jg144754.t1	transposase ptta en spm plant
jg63412.t1	avr9 cf rapidly elicited
jg63411.t1	avr9 cf rapidly elicited
jg63403.t1	duf1677
jg63365.t1	loc101509882
jg164028.t1	dna topoisomerase
jg164031.t1	loc101508861 isoform x1
jg164070.t1	ring type
jg164074.t1	pmd
jg50288.t1	loc101497805 isoform x1
jg50314.t1	ralf
jg13481.t1	defensin
jg15389.t1	ycf68
jg210296.t1	f box rni fbd
jg180775.t1	ribonuclease h
jg191198.t1	cysteine rich receptor kinase
jg191196.t1	ribonuclease h
jg191178.t1	mediator
jg3120.t1	duf506
jg101899.t1	transcription regulator mterf
jg101926.t1	retrotrans_gag
jg101943.t1	ralf
jg101991.t1	dna helicase
jg102009.t1	auxin induced in root cultures
jg102013.t1	lipase_3
jg40424.t1	disease resistance tir nbs lrr class
jg40400.t1	loc101507781 isoform
jg40399.t1	loc101507781 isoform
jg40384.t1	loc111283920 isoform x1
jg40383.t1	pathogenic type iii effector avirulence factor avr avrrpt cleavagecleavage site
jg37656.t1	loc101512317 isoform x1
jg37639.t1	nbs lrr disease resistance
jg37638.t1	nbs lrr disease resistance
jg37603.t1	cc nbs lrr resistance
jg37601.t1	nbs lrr disease resistance
jg37590.t1	transmembrane
jg37585.t1	cchc type
jg37534.t1	transmembrane
jg204979.t1	isoform
jg98705.t1	succinate dehydrogenase quinone
jg98704.t1	ralf
jg194344.t1	glutamyl trna synthetase
jg194328.t1	ef hand
jg194296.t1	isoform
jg194295.t1	stress induced
jg194294.t1	stress induced
jg194271.t1	annexin a7
jg216714.t1	duf223
jg162165.t2	reduced growth phenotype
jg162129.t1	loc107486097 isoform x1
jg100685.t1	transcription factor bhlh18 isoform
jg100739.t1	reverse transcriptase
jg100743.t1	duf569
jg100754.t1	swarming motility ybia
jg100755.t1	loc101502501 isoform x1
jg100761.t1	f box lrr repeat
jg100762.t1	f box fbd
jg100764.t1	f box fbd
jg92619.t1	lysine rich arabinogalactan
jg389.t1	chitinase
jg6781.t1	chitinase
jg6788.t1	chitinase
jg2518.t1	chitinase
jg40094.t1	chitinase
jg120492.t1	chitinase
jg30681.t2	maturase
jg30679.t1	maturase
jg30657.t1	NA
jg30645.t1	complex1_30kda
jg123373.t1	loc101503174 isoform x1
jg123376.t1	duf4228
jg123382.t1	myb sant dna binding
jg123384.t1	ad
jg123407.t1	loc106769621 isoform x2
jg213846.t1	transcription factor par1
jg219158.t1	six bladed beta propeller
jg190763.t1	NA
jg190766.t1	ribonuclease h
jg190767.t1	receptor kinase
jg190784.t1	NA
jg190814.t1	NA
jg190815.t1	disease resistance
m1-g144637.t1	NA
jg190818.t1	reverse transcriptase ty1 copia type
jg190819.t1	photosystem i p700 chlorophyll a apoprotein a1
jg190820.t1	ycf68
jg190837.t1	atp dependent dna helicase
jg190843.t1	NA
jg190850.t1	NA
jg190867.t1	NA
jg190878.t1	complex1_30kda
jg190880.t1	complex1_30kda
jg190882.t1	NA
jg190888.t1	NA
jg190890.t1	NA
jg190899.t1	retrovirus pol polyprotein from transposon opus
jg42027.t2	transposase ptta en spm plant
jg42026.t1	loc101514843
jg44325.t1	nodule specific glycine rich
jg44323.t1	zf rvt
jg44317.t1	obp32pep
jg44282.t1	duf313
jg44228.t1	redox regulatory fam213a isoform
jg217368.t1	meristem growth factor
evgLocus_831789_LC.mrna1	NA
jg114268.t1	udpgt
jg114269.t1	cchc type
jg114275.t2	loc106765976 isoform x1
jg201771.t1	envelope glycoprotein
jg48630.t1	transmembrane
jg48629.t1	glycine rich cell wall structural
jg48568.t1	plant mza15
jg76342.t1	fad binding
jg76294.t1	homeodomain
jg76293.t1	ribosomal
jg76230.t1	NA
jg75973.t1	low quality proteinuncharacterized loc101496266
jg75941.t1	zinc finger homeodomain
jg185453.t1	rna directed dna polymerase reverse transcriptase
jg185444.t1	loc101492134 isoform x1
jg185436.t1	loc101503125
jg213984.t1	aai
jg2376.t1	NA
jg31922.t1	calcium binding cml
jg31920.t1	ribonuclease h
jg152584.t1	angiotensin converting enzyme
jg152592.t1	loc107481343 isoform
jg158525.t1	lycopene cyclase
jg158526.t1	transmembrane
jg158553.t1	heme binding
jg154587.t1	carboxyl terminal peptidase
jg154581.t1	carboxyl terminal peptidase
jg154576.t1	carboxyl terminal peptidase
jg154570.t1	carboxyl terminal peptidase
jg154565.t1	carboxyl terminal peptidase
jg154558.t1	neprosin
jg62013.t1	anthranilate phosphoribosyltransferase isoform
jg96913.t1	tpr_region
jg96911.t1	pnn serine arginine rich
jg96909.t1	udp galactose fucoside alpha galactosyltransferase
jg90062.t1	loc101491177
jg90064.t1	dcd development cell death
jg146395.t2	NA
jg146415.t1	transmembrane
jg146416.t1	NA
jg16550.t1	j
jg16059.t1	loc101497902
jg98763.t1	cellulose synthase
evgLocus_499610.mrna1	zinc ion binding
jg207507.t1	wpp
jg207504.t1	grf type
jg3867.t1	major facilitator superfamily
jg30041.t1	loc107475327 isoform x1
jg157468.t1	glycosyl transferase glycosyltransferase
jg145854.t1	lea_2
jg145856.t1	pentatricopeptide repeat at1g77360 mitochondrial isoform
jg145862.t1	encoded peptide
jg145864.t1	ulp1 protease carboxy terminal
jg145871.t2	loc101506569 isoform x2
jg40159.t1	glycine rich
jg87168.t1	NA
jg87183.t1	trafficking particle complex subunit
jg87184.t1	trafficking particle complex subunit
jg87198.t1	at hook motif nuclear localized
jg87199.t1	NA
jg87200.t1	at hook motif nuclear localized
jg87215.t1	glyco_hydro_18
jg46302.t1	at hook motif nuclear localized
jg99074.t1	transpos_assoc
jg2825.t1	c2
jg113337.t1	loc101492133
jg113344.t1	loc101510515 isoform
jg38520.t1	glutathione s transferase t2
jg36733.t1	loc113787832
jg66044.t1	duf241
jg151703.t1	duf241
jg89715.t1	f box
jg120657.t1	predictedloc18432091 isoform
jg120659.t1	loc113784480
jg120664.t1	rossmann alpha beta sandwich
jg151956.t1	loc101501742 isoform x2
jg66123.t1	isoform
jg206755.t1	trehalose phosphate synthase
jg15762.t1	elicitor peptide
evgLocus_187828_LC.mrna1	NA
jg27396.t1	armadillo
jg27393.t1	armadillo
jg77697.t1	chalcone flavanone isomerase
jg40323.t1	loc101491926
jg40324.t1	loc106768768 isoform x1
jg40328.t1	loc106769105 isoform x1
jg101718.t1	lactoylglutathione lyase glyoxalase i
jg176411.t1	fmp32 mitochondrial isoform
jg181019.t1	transmembrane
jg181005.t1	fha
jg21782.t1	loc101505925 isoform x2
jg21769.t1	ubiquitin conjugating enzyme e2 binding
jg117472.t1	integrase catalytic
jg117479.t1	transmembrane
jg90020.t1	plant f18b3
evgLocus_85607.mrna1	NA
jg61715.t1	loc101513386 isoform x2
jg61716.t1	loc110279882 isoform x2
jg61721.t1	NA
jg197036.t1	digestive organ expansion factor
jg38610.t1	NA
jg38622.t2	myb transcription factor
jg141899.t1	enth
jg172946.t2	electron transporter
jg196260.t1	loc101493255
jg196261.t2	shr bd
jg116853.t1	loc106765633 isoform
jg116854.t1	retrovirus pol polyprotein from transposon tnt
evgLocus_831551.mrna1	reverse transcriptase ty1 copia type
jg116855.t1	loc107495502 isoform
jg49329.t1	ribonuclease h
jg78951.t1	rna directed dna polymerase reverse transcriptase
jg78954.t1	type
jg39284.t1	at4g04775
jg39301.t1	web
jg80249.t1	synaptotagmin
jg154472.t1	ketodihydrosphingosine reductase
jg154424.t1	wd_repeats_region
jg154421.t2	loc106765561 isoform
jg154398.t1	tmem131_like
jg154371.t1	encoded peptide
jg57126.t1	sulfotransferase
jg57124.t1	loc101506676 isoform
jg79954.t1	loc107913215 isoform
jg35354.t2	loc106768126 isoform
jg169228.t1	swim type
jg169253.t1	smi1 knr4
jg24655.t1	remorin_c
jg3041.t1	lea_2
jg75699.t1	NA
jg31323.t1	transposase mudr
jg8826.t1	NA
jg134947.t1	histone h3 v1
jg134946.t1	late embryogenesis abundant
jg173161.t1	loc101510644
jg23126.t1	mpv17
jg23169.t1	transcriptional coactivator hfi1 adapter
jg112911.t1	loc106767424 isoform
jg112944.t1	arm repeat superfamily isoform
jg179793.t1	p loop nucleoside triphosphate
jg179805.t1	loc101503782 isoform
jg179843.t1	bah
jg129673.t1	vq
jg81353.t1	transmembrane
jg81326.t1	loc110279449
jg81320.t1	thioredoxin aaed1 chloroplastic
jg100165.t1	dentin sialophosphoprotein
jg137873.t1	ribonuclease h isoform a
jg11617.t1	seed maturation
jg104223.t1	tldc
jg104221.t1	tldc
jg104220.t1	nac
jg104218.t1	ubiquitin
evgLocus_123431_LC.mrna1	loc101513425
jg31349.t1	isoform
jg218786.t1	fas1
jg218780.t1	transcription factor bhlh
jg218773.t1	morn repeat
jg80633.t1	duf2052
jg80695.t1	spou_methylase
jg80696.t1	spou_methylase
jg80699.t1	loc106767957 isoform
jg80736.t1	expansin b1
jg80747.t1	cct alpha
jg204898.t1	transcription factor bhlh
jg206743.t1	rich
jg141435.t1	duf1639
jg144840.t1	sphingomyelin phosphodiesterase
jg144872.t1	altered inheritance mitochondria mitochondrial
jg144915.t2	loc106768048 isoform
jg148718.t1	polyprotein
jg148679.t1	disease resistance tir nbs lrr class
jg148634.t1	loc101507452
jg148625.t1	hma
jg2755.t1	loc101507452
jg2750.t1	cir_n
jg11963.t1	scr
jg11965.t1	scr
jg11969.t1	scr
jg11971.t1	scr
jg11986.t1	plant mnj7
jg11996.t1	trna_edit
jg142550.t1	ribose polymerase
jg49797.t1	tvp38 tmem64 membrane
jg49811.t1	retrotrans_gag
jg143600.t1	acytochrome c oxidase electron carrier
jg208536.t1	isoform x1
jg158174.t1	ribonuclease h
jg139695.t1	myeloid leukemia factor
jg174103.t1	s adenosyl l methionine dependent methyltransferase
jg174106.t1	ribosomal
jg174108.t1	glutathione s transferase t2
jg174109.t1	glutathione s transferase t3
jg12803.t1	f box fbd
jg12837.t1	copper ion binding
jg12844.t1	loc101502003
jg170274.t1	hiv tat specific factor isoform
jg170276.t1	microtubule binding 2c
jg170278.t1	loc101506843
jg145013.t1	molybdenum cofactor sulfurase
jg194984.t1	shoot gravitropism
jg203302.t1	det1and ddb1
evgLocus_652611_LC.mrna1	reverse transcriptase
jg167176.t1	NA
jg167172.t1	cyclin dependent kinase g
jg68453.t1	loc101491129
jg112031.t1	replication factor a carboxy terminal
jg126575.t1	c2h2 type
jg126551.t1	rrm
jg147871.t1	b3 at3g19184 isoform x2
jg147873.t1	proline transporter
jg147874.t1	zinc cchc type
jg147875.t1	cchc type
jg147883.t1	peroxin
evgLocus_947039.mrna1	ribonuclease h
jg162079.t1	loc101515423
jg162078.t1	phosphatase 2c
jg162039.t1	dehydration induced isoform
jg196658.t1	loc101503182
jg196655.t1	NA
jg196652.t1	pb1
jg196647.t1	loc111498104
jg20051.t1	pb1
jg20050.t1	pb1
jg56814.t1	u box
jg23905.t1	s adenosyl l methionine dependent methyltransferase
jg91549.t1	cral trio
jg91553.t1	heme binding
jg17620.t1	ribosomal
jg17619.t1	loc107494748 isoform x1
jg42800.t1	gub_wak_bind
jg199165.t1	mitochondrial inner membrane translocase subunit tim17 tim22 tim23 peroxisomal pmp24
jg199167.t1	loc107482652 isoform x2
jg46898.t1	transmembrane
jg187951.t1	duf1645
jg34382.t1	myb_dna bind_3
jg207479.t1	phosphoglycerate mutase isoform
jg207445.t1	loc101490212
jg207436.t1	nuclear fusion defective isoform
jg207406.t1	glutathione s transferase
jg207403.t1	swim type
jg103162.t1	ulp1 protease catalytic
jg103171.t1	uvi1
jg103209.t1	zinc finger ccch
jg103222.t1	grf type
jg103251.t1	loc101505215
jg103256.t1	isoform
jg103298.t1	NA
jg21043.t1	shsp
jg63485.t1	ylp motif isoform x2
jg63448.t1	loc107467813 isoform
jg57442.t1	retrotrans_gag
jg57452.t1	reverse transcriptase
jg211813.t1	ab hydrolase
jg211814.t1	ab hydrolase
jg43039.t1	hnhc
jg43040.t1	transmembrane
jg43050.t1	loc107474414 isoform x2
jg43051.t1	duf4216
jg177492.t1	transmembrane
jg177493.t1	retrovirus pol polyprotein from transposon tnt
jg177548.t1	swim type
jg46680.t1	transmembrane
jg46699.t1	duf4283
jg46701.t1	ribonuclease h
jg46702.t1	ribonuclease h
m1-g72697.t1	rna directed dna polymerase reverse transcriptase
jg125077.t1	hnhc
jg125056.t1	web at4g17210
jg148413.t1	NA
jg179160.t1	loc106768142 isoform
jg173308.t1	loc101489994 isoform
jg49527.t1	loc101514726 isoform x1
jg84497.t1	dentin sialophosphoprotein
jg177271.t1	loc101510524
jg177247.t1	NA
jg119606.t1	sym1
jg163219.t1	NA
jg32666.t1	transmembrane
jg72764.t1	ribosomal s12
jg171915.t1	>3 beta glucan endohydrolase
jg187821.t1	loc101503250
jg187822.t1	isoform x2
jg96796.t4	retrovirus pol polyprotein from transposon tnt
jg963.t1	ring ch type
jg210875.t1	plant msj11
jg210872.t1	isoform x2
jg72613.t1	ent
jg72608.t1	NA
jg124846.t1	zinc finger ring fyve phd type
jg86619.t1	loc107474414 isoform x2
jg86614.t2	tetratricopeptide helical
jg86613.t1	heat shock dnaj cysteine rich
jg35733.t1	zinc finger ranbp2 type
jg35730.t1	zinc finger ranbp2 type
jg35703.t1	aspartate racemase
jg88939.t1	voc
jg88935.t1	transmembrane isoform
jg64570.t1	loc107463698 isoform x2
jg64597.t1	vacuolar sorting isoform b
jg64602.t1	mis12 isoform
jg203749.t1	methyltransf_21
jg203748.t1	loc101512769
jg203736.t1	receptor serine threonine kinase
jg2494.t1	f box fbd repeat
jg199142.t1	loc107404645 isoform
jg83895.t2	duf4050
jg83864.t1	tpr_region
jg83865.t1	tpr_region
jg208921.t1	nam
jg127757.t1	kix
jg29936.t1	retrovirus pol polyprotein from transposon tnt
jg29943.t1	beta mannosyl glycoprotein n acetylglucosaminyltransferase
jg169006.t1	beta mannosyl glycoprotein n acetylglucosaminyltransferase
jg169005.t1	beta mannosyl glycoprotein n acetylglucosaminyltransferase
jg170890.t1	small nuclear rna activating complex snapc subunit snap43
jg170896.t1	rif1_n
jg170940.t1	acting on peptide bonds peptidase
jg130171.t1	krueppel factor
jg130148.t1	transmembrane
jg130141.t1	armadillo type fold
jg130140.t1	armadillo type fold
jg130047.t2	bsd
jg130026.t2	ccr4 not transcription complex subunit
jg130021.t1	ring type
jg100872.t1	glutamic acid rich
jg100878.t1	f box lrr repeat isoform
jg100903.t1	f box
jg100933.t1	f box
jg161981.t1	nodulin
jg161980.t1	sterile alpha motif pointed
jg98769.t1	vitamin k dependent s
jg8155.t1	loc106766477
jg8159.t1	transmembrane
jg115306.t1	loc105851792
jg156321.t1	ring type
jg156336.t1	loc105852471
jg23712.t1	bel1 homeodomain
jg18181.t1	loc101503439
jg25556.t1	homeodomain
jg72840.t1	reverse transcriptase
jg72851.t1	ef hand calcium binding 4a
jg72852.t1	tvp38 tmem64 membrane slr0305
jg72866.t1	cytochrome p450
jg152240.t1	dlh
jg80751.t1	hydrolase_4
jg42225.t1	f box galactose oxidase
jg42248.t1	f box galactose oxidase
jg42250.t1	f box galactose oxidase
jg42252.t1	f box galactose oxidase
jg42254.t1	f box galactose oxidase
jg202493.t1	loc101512024
jg130947.t1	NA
jg130950.t1	adenyl cyclase
jg130951.t1	myc type basic helix loop bhlh
jg131015.t1	f box
jg154759.t1	f box
jg112555.t1	cullin
jg89530.t1	NA
jg89475.t1	transcription regulator mterf
jg89474.t1	transcription regulator mterf
jg83021.t1	transcription regulator mterf
jg83020.t1	transcription regulator mterf
jg2022.t1	sant
jg82090.t1	glutathione s transferase t2
jg82127.t1	f box
jg180401.t1	myb x
jg180397.t1	btb
jg180384.t1	transmembrane
jg180379.t1	breast cancer susceptibility
